iter	Logloss
0	0.6691065316
1	0.6491887256
2	0.6289787678
3	0.6071991583
4	0.5878485477
5	0.5687934798
6	0.5515566354
7	0.5344926468
8	0.5152528551
9	0.4988091979
10	0.4834927646
11	0.4685940983
12	0.4558812536
13	0.4438700435
14	0.4306343926
15	0.4194288543
16	0.4078329838
17	0.3953470558
18	0.385148636
19	0.3757796625
20	0.3666189174
21	0.3587411437
22	0.3494701963
23	0.3416033658
24	0.3335542775
25	0.3264957775
26	0.3190727812
27	0.3116910915
28	0.3048926074
29	0.2950920529
30	0.288843521
31	0.280862288
32	0.2750239902
33	0.2692990544
34	0.264595995
35	0.259281852
36	0.2541706008
37	0.2496411487
38	0.2446403503
39	0.2398864284
40	0.2359173707
41	0.2321879454
42	0.2274998366
43	0.2220663013
44	0.2170373743
45	0.213418633
46	0.2094885123
47	0.2040500834
48	0.2012586883
49	0.1977507466
50	0.1944178572
51	0.1915241588
52	0.1885376747
53	0.1855935376
54	0.1817750449
55	0.1783636652
56	0.1762341971
57	0.1743690221
58	0.171177026
59	0.1688748755
60	0.1651447759
61	0.1629274156
62	0.1609569511
63	0.1588421831
64	0.1570949265
65	0.1544192054
66	0.1526400537
67	0.1502425261
68	0.1487300565
69	0.1472863862
70	0.1454997785
71	0.1440733322
72	0.1416166286
73	0.1401273747
74	0.1381262962
75	0.1367053119
76	0.1347131633
77	0.1331476443
78	0.1318323733
79	0.1302041237
80	0.1283457207
81	0.1272362603
82	0.1261954067
83	0.1249728155
84	0.1238492715
85	0.1219976406
86	0.1209205088
87	0.1198002883
88	0.1186275579
89	0.1175316897
90	0.1163522836
91	0.1153936964
92	0.113952656
93	0.1130288827
94	0.1120323701
95	0.1104628052
96	0.1095929098
97	0.1086756003
98	0.107838544
99	0.1070348085
100	0.1063801351
101	0.105382245
102	0.1049287102
103	0.10435403
104	0.103771306
105	0.1034044593
106	0.1025231101
107	0.1015687808
108	0.1008977023
109	0.1001347821
110	0.09985472939
111	0.09871130279
112	0.0976400279
113	0.09712710525
114	0.09665799382
115	0.09612237564
116	0.09572591685
117	0.09523624844
118	0.09472334505
119	0.09425696941
120	0.09363522192
121	0.0932783069
122	0.09304390532
123	0.09272368267
124	0.09169582405
125	0.09151741953
126	0.09103917594
127	0.0904636961
128	0.08995314319
129	0.0896842552
130	0.0892112809
131	0.08887868939
132	0.08847635443
133	0.08813468856
134	0.08747969733
135	0.08725831966
136	0.08690136611
137	0.08672224873
138	0.08639793203
139	0.08584585093
140	0.08527872297
141	0.08498749588
142	0.08459143205
143	0.08441221834
144	0.08425761714
145	0.08371851179
146	0.08348712536
147	0.08325624948
148	0.08307402062
149	0.08291421755
150	0.08253074415
151	0.08226058459
152	0.08206779788
153	0.08164005087
154	0.08107196923
155	0.08061110853
156	0.08031276741
157	0.07991155952
158	0.07952016773
159	0.07920483869
160	0.07898289266
161	0.07874000434
162	0.07841012454
163	0.0781499304
164	0.07773829951
165	0.07735232151
166	0.07705075813
167	0.07686989717
168	0.07663035152
169	0.0764670083
170	0.07631158829
171	0.07576652007
172	0.07531301421
173	0.07507924841
174	0.0749377819
175	0.07466412554
176	0.07446847781
177	0.0743324877
178	0.0741581676
179	0.07372426505
180	0.07359910734
181	0.07343853845
182	0.07331603464
183	0.0731742647
184	0.07301975501
185	0.07285261636
186	0.07269818373
187	0.07251925902
188	0.07243471916
189	0.07221940551
190	0.07206938002
191	0.0718555017
192	0.07169174907
193	0.07133576846
194	0.07110979581
195	0.07100498315
196	0.07050599474
197	0.07024967309
198	0.07009133907
199	0.06993131445
200	0.06970028925
201	0.0693569087
202	0.06914924853
203	0.06895816687
204	0.06872166528
205	0.06862945749
206	0.06849701718
207	0.06816026418
208	0.06785818543
209	0.06769140802
210	0.06753137377
211	0.06744867383
212	0.06736451929
213	0.06704861708
214	0.06694201267
215	0.06686202926
216	0.0666525677
217	0.06649062609
218	0.06641237664
219	0.06624005539
220	0.06603792942
221	0.06587311716
222	0.06577625178
223	0.06570444685
224	0.06563337885
225	0.06531118142
226	0.06523953062
227	0.0651562238
228	0.06502106695
229	0.06490292212
230	0.06483022131
231	0.06456340925
232	0.06447849852
233	0.06440342316
234	0.06431586333
235	0.06425843576
236	0.06417575027
